IO, 10, 1964092706,   , BEST,   0, 172N,  857E,-999
IO, 10, 1964092712,   , BEST,   0, 172N,  851E,-999
IO, 10, 1964092718,   , BEST,   0, 172N,  844E,-999
IO, 10, 1964092800,   , BEST,   0, 172N,  837E,-999
IO, 10, 1964092806,   , BEST,   0, 172N,  829E,-999
IO, 10, 1964092812,   , BEST,   0, 172N,  821E,-999
IO, 10, 1964092818,   , BEST,   0, 172N,  813E,-999
IO, 10, 1964092900,   , BEST,   0, 171N,  804E,-999
IO, 10, 1964092906,   , BEST,   0, 169N,  795E,-999
IO, 10, 1964092912,   , BEST,   0, 168N,  784E,-999
