IO, 03, 1953061518,   , BEST,   0, 171N,  865E,-999
IO, 03, 1953061600,   , BEST,   0, 174N,  866E,-999
IO, 03, 1953061606,   , BEST,   0, 174N,  866E,-999
IO, 03, 1953061612,   , BEST,   0, 174N,  866E,-999
IO, 03, 1953061618,   , BEST,   0, 174N,  866E,-999
IO, 03, 1953061700,   , BEST,   0, 174N,  866E,-999
IO, 03, 1953061706,   , BEST,   0, 175N,  866E,-999
IO, 03, 1953061712,   , BEST,   0, 182N,  867E,-999
IO, 03, 1953061718,   , BEST,   0, 187N,  867E,-999
IO, 03, 1953061800,   , BEST,   0, 191N,  865E,-999
IO, 03, 1953061806,   , BEST,   0, 194N,  863E,-999
IO, 03, 1953061812,   , BEST,   0, 195N,  863E,-999
IO, 03, 1953061818,   , BEST,   0, 196N,  862E,-999
IO, 03, 1953061900,   , BEST,   0, 197N,  860E,-999
IO, 03, 1953061906,   , BEST,   0, 196N,  855E,-999
IO, 03, 1953061912,   , BEST,   0, 191N,  848E,-999
IO, 03, 1953061918,   , BEST,   0, 191N,  842E,-999
IO, 03, 1953062000,   , BEST,   0, 196N,  836E,-999
