IO, 05, 1946081618,   , BEST,   0, 199N,  906E,-999
IO, 05, 1946081700,   , BEST,   0, 199N,  901E,-999
IO, 05, 1946081706,   , BEST,   0, 199N,  897E,-999
IO, 05, 1946081712,   , BEST,   0, 199N,  892E,-999
IO, 05, 1946081718,   , BEST,   0, 199N,  887E,-999
IO, 05, 1946081800,   , BEST,   0, 199N,  882E,-999
IO, 05, 1946081806,   , BEST,   0, 199N,  877E,-999
IO, 05, 1946081812,   , BEST,   0, 200N,  869E,-999
IO, 05, 1946081818,   , BEST,   0, 203N,  862E,-999
IO, 05, 1946081900,   , BEST,   0, 211N,  856E,-999
