IO, 14, 1954120918,   , BEST,   0, 100N,  824E,-999
IO, 14, 1954121000,   , BEST,   0, 102N,  824E,-999
IO, 14, 1954121006,   , BEST,   0, 106N,  824E,-999
IO, 14, 1954121012,   , BEST,   0, 111N,  824E,-999
IO, 14, 1954121018,   , BEST,   0, 116N,  824E,-999
IO, 14, 1954121100,   , BEST,   0, 121N,  824E,-999
IO, 14, 1954121106,   , BEST,   0, 126N,  824E,-999
IO, 14, 1954121112,   , BEST,   0, 130N,  824E,-999
IO, 14, 1954121118,   , BEST,   0, 134N,  824E,-999
IO, 14, 1954121200,   , BEST,   0, 137N,  824E,-999
